"term","estimate","std.error","statistic","p.value","coef.type"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruthenibacterium",-0.295060604308869,0.292388991144518,-1.00913718794231,0.312908845310479,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans",-0.295060604308869,0.292388991144518,-1.00913718794231,0.312908845310479,"location"
"Simpson.div",8.07694715778967,8.01392682224392,1.00786385213436,0.31351982722284,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcaceae_unclassified.s__Ruminococcaceae_bacterium_D16",-7.00955533501619,7.07564325691473,-0.99065980017662,0.321851726756799,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae",0.0619793756059766,0.0632248997560685,0.98030010083215,0.326938004971702,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium",0.0619463260279401,0.0632070430916387,0.980054167984559,0.327059381019734,"location"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_thetaiotaomicron",0.179502497903265,0.183456019321898,0.978449759058075,0.327851928278554,"location"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides_distasonis",-0.080857377384352,0.0832975775182604,-0.970705028806228,0.331695186946173,"location"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_dorei",0.298399444699386,0.31757413255514,0.939621380049192,0.347411805534456,"location"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_vulgatus",0.0544320150792573,0.058328258104305,0.9332014506917,0.350715965864793,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_sp_CAG_309",-16.6046747478099,17.9157713694104,-0.926818857275716,0.354020592446678,"location"
"k__Bacteria.p__Firmicutes.c__Firmicutes_unclassified.o__Firmicutes_unclassified.f__Firmicutes_unclassified.g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_94",2.61008272333546,2.9112134874051,0.896561772136454,0.369952804395775,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Flavonifractor.s__Flavonifractor_plautii",-0.202875085603209,0.235621322904965,-0.861021757716878,0.389226059845644,"location"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_massiliensis",-0.332264027366904,0.391401612596215,-0.848908171744506,0.395932391393711,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_ventriosum",4.752692858195,5.7058991816808,0.832943714367379,0.404876474014905,"location"
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella",2.89126564184162,3.51233053826791,0.823175840183719,0.410408005711561,"location"
"k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Lactococcus_phage_P335_sensu_lato",12.6296564639546,15.4595987755055,0.816945940664724,0.413959322247148,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Flavonifractor",-0.189037834386443,0.234266875556658,-0.806933690208043,0.419704687466817,"location"
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Erysipelatoclostridium.s__Clostridium_spiroforme",14.1595346973918,17.7174386756643,0.799186324648642,0.424182380336311,"location"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus",-3.42909379673853,4.36972867906736,-0.784738378189286,0.432606976253949,"location"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus.s__Lactococcus_lactis",-3.42909379673853,4.36972867906736,-0.784738378189286,0.432606976253949,"location"
"k__Viruses",-0.114796195089425,0.152827318875145,-0.751149702385407,0.452562566508339,"location"
"k__Viruses.p__Viruses_unclassified",-0.114796195089425,0.152827318875145,-0.751149702385407,0.452562566508339,"location"
"k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified",-0.114796195089425,0.152827318875145,-0.751149702385407,0.452562566508339,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Blautia_producta",-6.35669582543755,8.55869752421643,-0.742717663225225,0.457652633594375,"location"
"k__Bacteria",0.115730292994615,0.15705629669084,0.736871398556064,0.461200558744599,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_sp_CAG_242",7.50804514886518,10.329379484138,0.726863134459786,0.467309802676043,"location"
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales",-0.893309100318136,1.23964260521061,-0.720618262524436,0.471144414501779,"location"
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae",-0.893309100318136,1.23964260521061,-0.720618262524436,0.471144414501779,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_CAG_38",0.739234266793729,1.02884257520641,0.718510571595875,0.472442531932303,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__Dorea_sp_CAG_317",-1.50605241648479,2.1025512040315,-0.716297616722498,0.473807598097891,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_eligens",0.459534996000684,0.650778821148033,0.706130840567341,0.480106774177151,"location"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_rogosae",281.867055076974,405.122429925002,0.695757712376366,0.48658057611719,"location"
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Dialister",0.557418606089365,0.801856593767474,0.695159970525862,0.486955055261589,"location"
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Dialister.s__Dialister_invisus",0.557418606089365,0.801856593767474,0.695159970525862,0.486955055261589,"location"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_shahii",-0.455438829891417,0.661125668149249,-0.688883901855405,0.490896330709204,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified",0.375084237973799,0.564718772078127,0.664196510757937,0.506564546401537,"location"
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__Collinsella_stercoris",0.332905358400414,0.502921680639042,0.661942746189435,0.508007915196484,"location"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_fragilis",-0.0249249112170674,0.0377494301484571,-0.660272515877598,0.509078964108832,"location"
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales",0.407329481505107,0.623484396202562,0.653311428459182,0.513555526159199,"location"
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae",0.407329481505107,0.623484396202562,0.653311428459182,0.513555526159199,"location"
"k__Bacteria.p__Firmicutes.c__Firmicutes_unclassified.o__Firmicutes_unclassified.f__Firmicutes_unclassified.g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_646",25.2922447435651,38.8245150719456,0.651450370898288,0.514755803986322,"location"
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales.f__Acidaminococcaceae.g__Phascolarctobacterium",0.414659190507563,0.648027095528966,0.639879402217108,0.522251005988007,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Intestinimonas",3.29194658015787,5.27855720112152,0.623645146718963,0.532860654349664,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Intestinimonas.s__Intestinimonas_butyriciproducens",3.29194658015787,5.27855720112152,0.623645146718963,0.532860654349664,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_scindens",-2.11300793627485,3.41283596214237,-0.61913551067612,0.535827091461675,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcaceae_unclassified.s__Clostridium_leptum",1.24765061176216,2.04791740465336,0.609228970332101,0.542372680334633,"location"
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia",-0.501892706600995,0.833491639043195,-0.602156858078554,0.547069729962899,"location"
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales",-0.501892706600995,0.833491639043195,-0.602156858078554,0.547069729962899,"location"
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae",-0.501892706600995,0.833491639043195,-0.602156858078554,0.547069729962899,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus",0.411565185823334,0.708240709277339,0.581109191313331,0.561166864373301,"location"
"k__Bacteria.p__Bacteroidetes",-0.0153861718235272,0.0268878540930846,-0.572235023675035,0.567162762807753,"location"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia",-0.0153861718235272,0.0268878540930846,-0.572235023675035,0.567162762807753,"location"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales",-0.0153861718235272,0.0268878540930846,-0.572235023675035,0.567162762807753,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__Coprococcus_comes",0.409047564422473,0.723510647636604,0.565364954556859,0.571825556485992,"location"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae",-0.0163416400338484,0.0290365013112212,-0.56279645604318,0.57357349382815,"location"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides",-0.0163416400338484,0.0290365013112212,-0.56279645604318,0.57357349382815,"location"
"k__Bacteria.p__Firmicutes.c__Negativicutes",0.143451524513127,0.264140906054959,0.54308712215623,0.587069818801506,"location"
"k__Bacteria.p__Firmicutes.c__Firmicutes_unclassified.o__Firmicutes_unclassified.f__Firmicutes_unclassified.g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83",-0.298385542825167,0.564963341130439,-0.528150272950675,0.597395040229634,"location"
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Gordonibacter",-2.71746631704188,5.28559285770655,-0.514127060142313,0.607163159414682,"location"
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Gordonibacter.s__Gordonibacter_pamelaeae",-2.71746631704188,5.28559285770655,-0.514127060142313,0.607163159414682,"location"
"k__Archaea",-0.831908137697982,1.6208772555297,-0.513245611202135,0.607779524139563,"location"
"k__Archaea.p__Euryarchaeota",-0.831908137697982,1.6208772555297,-0.513245611202135,0.607779524139563,"location"
"k__Archaea.p__Euryarchaeota.c__Methanobacteria",-0.831908137697982,1.6208772555297,-0.513245611202135,0.607779524139563,"location"
"k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales",-0.831908137697982,1.6208772555297,-0.513245611202135,0.607779524139563,"location"
"k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae",-0.831908137697982,1.6208772555297,-0.513245611202135,0.607779524139563,"location"
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Turicimonas",-11.2651692713419,22.1216568525444,-0.50923714016684,0.610586012930405,"location"
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Turicimonas.s__Turicimonas_muris",-11.2651692713419,22.1216568525444,-0.50923714016684,0.610586012930405,"location"
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales",0.0566174850314724,0.112110070578937,0.505016942181012,0.613546936454902,"location"
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae",0.0566174850314724,0.112110070578937,0.505016942181012,0.613546936454902,"location"
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella",0.0566174850314724,0.112110070578937,0.505016942181012,0.613546936454902,"location"
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales.f__Acidaminococcaceae.g__Phascolarctobacterium.s__Phascolarctobacterium_sp_CAG_266",0.392493547296413,0.78759784115822,0.498342589054362,0.618242594466926,"location"
"k__Bacteria.p__Firmicutes.c__Firmicutes_unclassified.o__Firmicutes_unclassified.f__Firmicutes_unclassified.g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_424",-13.1989770598694,26.5199725709876,-0.497699498916861,0.618695861328949,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium",-0.166837818339902,0.335226984644345,-0.497686123081368,0.61870529051085,"location"
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Candidatus_Stoquefichus",-5.72400279589503,11.7765899269238,-0.486049258012179,0.626932242066032,"location"
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Candidatus_Stoquefichus.s__Candidatus_Stoquefichus_sp_KLE1796",-5.72400279589503,11.7765899269238,-0.486049258012179,0.626932242066032,"location"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_xylanisolvens",0.0815643283845359,0.170498858545475,0.478386360356667,0.632375239772648,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Oscillospiraceae.g__Oscillibacter.s__Oscillibacter_sp_57_20",0.350172197909441,0.744013174312201,0.47065322228085,0.637888394148592,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Oscillospiraceae",0.345800439401551,0.744027760733328,0.464768195021007,0.642097466331351,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Oscillospiraceae.g__Oscillibacter",0.345800439401551,0.744027760733328,0.464768195021007,0.642097466331351,"location"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae.g__Coprobacter.s__Coprobacter_fastidiosus",-1.56195178678725,3.41610821386806,-0.45723135480496,0.647504763733111,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Sellimonas",0.176901147147779,0.38737287043054,0.45666891166427,0.647909039392517,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Sellimonas.s__Sellimonas_intestinalis",0.176901147147779,0.38737287043054,0.45666891166427,0.647909039392517,"location"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae",-1.54936776615553,3.40137566281154,-0.455512098559215,0.648740865579251,"location"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae.g__Coprobacter",-1.54936776615553,3.40137566281154,-0.455512098559215,0.648740865579251,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Clostridiales_unclassified",-22.4583119913232,49.7311850052925,-0.451594145382483,0.651561388472071,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_ramulus",1.26855711640475,2.80989936268596,0.451459982250804,0.651658060757929,"location"
"k__Bacteria.p__Actinobacteria",0.0324372154832062,0.0723782447058047,0.448162505391689,0.654035920455412,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Eisenbergiella.s__Eisenbergiella_tayi",2.23505387696198,5.00098576525135,0.446922663226105,0.654930899924483,"location"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_cellulosilyticus",0.13370823380702,0.301101575663685,0.444063547367037,0.656996640424466,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_saccharolyticum",-2.16806483046653,4.9560675108649,-0.437456678246131,0.661780187451038,"location"
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia",0.0451587003506411,0.106788776828155,0.422878711527063,0.67238375566232,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Gemmiger",0.914229862316759,2.19154394916208,0.417162458761692,0.676559582400644,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Gemmiger.s__Gemmiger_formicilis",0.914229862316759,2.19154394916208,0.417162458761692,0.676559582400644,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus.s__Anaerotruncus_colihominis",-0.979494571109296,2.39786853532232,-0.408485518151075,0.682917260452697,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_symbiosum",-0.208863804806756,0.51361484193962,-0.406654535172699,0.684261737112546,"location"
"k__Bacteria.p__Actinobacteria.c__Actinobacteria",0.0733785135158025,0.180747189059247,0.405973193263603,0.684762297077858,"location"
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales",0.0739385163217555,0.182247987522748,0.405702786224329,0.684960994819633,"location"
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae",0.0739385163217555,0.182247987522748,0.405702786224329,0.684960994819633,"location"
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium",0.0739385163217555,0.182247987522748,0.405702786224329,0.684960994819633,"location"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Butyricimonas",-0.559922992718749,1.39489001628077,-0.40141013713159,0.688118187189874,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus",-0.937725710943625,2.34418385313264,-0.400022254948347,0.689140125186411,"location"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_finegoldii",-0.0520528785535526,0.131509202673688,-0.395811680819865,0.692243959057286,"location"
"k__Bacteria.p__Firmicutes.c__Firmicutes_unclassified",0.19181192424002,0.487417863830372,0.393526660538592,0.693930536825555,"location"
"k__Bacteria.p__Firmicutes.c__Firmicutes_unclassified.o__Firmicutes_unclassified",0.19181192424002,0.487417863830372,0.393526660538592,0.693930536825555,"location"
"k__Bacteria.p__Firmicutes.c__Firmicutes_unclassified.o__Firmicutes_unclassified.f__Firmicutes_unclassified",0.19181192424002,0.487417863830372,0.393526660538592,0.693930536825555,"location"
"k__Bacteria.p__Firmicutes.c__Firmicutes_unclassified.o__Firmicutes_unclassified.f__Firmicutes_unclassified.g__Firmicutes_unclassified",0.19181192424002,0.487417863830372,0.393526660538592,0.693930536825555,"location"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes.s__Anaerostipes_sp_494a",0.242378387716991,0.639658762725943,0.378918263675591,0.704748561320798,"location"
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__Collinsella_aerofaciens",0.0439104087733924,0.115916351395561,0.378811170682465,0.704828091531765,"location"
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales",7.87196078599788,20.7881661586469,0.378675094566893,0.70492915006328,"location"
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae",7.87196078599788,20.7881661586469,0.378675094566893,0.70492915006328,"location"
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces",7.87196078599788,20.7881661586469,0.378675094566893,0.70492915006328,"location"
"k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanobrevibacter",-0.604366774918581,1.63136394066339,-0.370467165452252,0.711034437084965,"location"
"k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanobrevibacter.s__Methanobrevibacter_smithii",-0.604366774918581,1.63136394066339,-0.370467165452252,0.711034437084965,"location"
"k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Lactococcus_phage_bIL285",8.21258460566833,22.7868193419709,0.360409431541049,0.718540974545589,"location"
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria",0.281120587772452,0.788416202443924,0.356563686668332,0.721418466636464,"location"
